13:57:55.249520	84
13:58:04.979338	85
13:58:45.981800	85.4
13:59:00.797245	86
13:59:19.755866	86.5
13:59:39.912265	87
14:00:49.695595	86.8
14:01:07.648983	88
14:02:26.475758	87.3
14:04:52.538743		Comment: 50% shading
14:05:09.753192	95
14:05:11.008314	96
14:05:18.851113	98
14:05:21.294016	99
14:05:28.107957	100
14:05:35.164717	101
14:05:35.836574	102
14:05:36.819272	103
14:05:40.194574	104
14:05:43.140094	105
14:06:02.197651	106
14:06:05.921615	107
14:06:13.428006	108
14:06:22.696693	109
14:06:30.304775	110
14:06:43.624063	111
14:06:50.029554	112
14:07:01.176194	113
14:07:05.587380	114
14:07:12.392046	116
14:07:16.788357	117
14:07:18.411300	118
14:07:33.322046	119
14:07:34.246027	120
14:07:42.871259	121
14:08:03.183913		Comment: removed shading
14:08:08.374663	121.5
14:08:09.996576	118
14:08:12.719798	116
14:08:16.417843	114
14:08:23.678775	112
14:08:32.079197	110
14:08:43.119812	108
14:08:46.963079	106
14:08:57.467187	102
14:09:03.141519	100
14:09:10.506854	99
14:09:13.305119	98
14:09:25.227351	97
14:09:36.993974	96
14:09:38.474802	95
14:09:40.596210	94
14:09:54.710712	95
14:10:05.244728	94
14:10:16.809521	92
14:10:30.451338	91
14:10:33.919419	90
14:10:36.751083	89
14:10:38.436820	88
14:11:02.510989	89
14:11:29.825011		Comment: open circuit
14:11:37.126063	87
14:11:48.094184	86
14:11:52.073927	85
14:11:53.416948	84
14:11:56.408108	83
14:12:18.635573	82
14:12:36.626440	81
14:12:38.629913	80
14:12:48.117103	79
14:13:07.712160	80
14:13:13.661146	79
14:13:33.752200	77
14:13:47.002848	76.5
14:13:57.159540	76
